,mass A,,
t,x,y,
0.000000E0,2.331047E2,-2.135310E1
4.170833E-3,2.223026E2,-1.753040E1
8.341667E-3,2.090145E2,-1.315986E1
1.251250E-2,1.952211E2,-9.271292E0
1.668333E-2,1.778665E2,-5.512717E0
2.085417E-2,1.575974E2,-8.958112E-1
2.502500E-2,1.333026E2,4.801192E0
2.919583E-2,1.062087E2,8.445310E0
3.336667E-2,7.743870E1,1.240379E1
3.753750E-2,4.626506E1,1.423540E1
4.170833E-2,1.502392E1,1.687092E1
4.587917E-2,-1.512631E1,1.930113E1
5.005000E-2,-4.198522E1,1.988847E1
5.422083E-2,-6.787080E1,2.060307E1
5.839167E-2,-9.179702E1,1.828503E1
6.256250E-2,-1.137293E2,1.782697E1
6.673333E-2,-1.337635E2,1.738691E1
7.090417E-2,-1.516983E2,1.585852E1
7.507500E-2,-1.676092E2,1.535449E1
7.924583E-2,-1.817560E2,1.357718E1
8.341667E-2,-1.940779E2,1.292058E1
8.758750E-2,-2.041562E2,1.159045E1
9.175833E-2,-2.128047E2,1.025759E1
9.592917E-2,-2.201700E2,8.614673E0
1.001000E-1,-2.256813E2,9.865147E0
1.042708E-1,-2.299062E2,5.912457E0
1.084417E-1,-2.332046E2,4.077366E0
1.126125E-1,-2.354981E2,3.413975E0
1.167833E-1,-2.367221E2,7.212544E-1
1.209542E-1,-2.370485E2,-1.942284E0
1.251250E-1,-2.364665E2,-3.795851E0
1.292958E-1,-2.350143E2,-6.161328E0
1.334667E-1,-2.326210E2,-8.248731E0
1.376375E-1,-2.288944E2,-1.096308E1
1.418083E-1,-2.239532E2,-1.322400E1
1.459792E-1,-2.177987E2,-1.591184E1
1.501500E-1,-2.099893E2,-1.868232E1
1.543208E-1,-2.007690E2,-2.260806E1
1.584917E-1,-1.897835E2,-2.472289E1
1.626625E-1,-1.765549E2,-2.951928E1
1.668333E-1,-1.616189E2,-3.166894E1
1.710042E-1,-1.446184E2,-3.141786E1
1.751750E-1,-1.257550E2,-3.133503E1
1.793458E-1,-1.057291E2,-3.091251E1
1.835167E-1,-8.356689E1,-2.919893E1
1.876875E-1,-5.924835E1,-2.772947E1
1.918583E-1,-3.393052E1,-2.511969E1
1.960292E-1,-1.260957E1,-2.226712E1
2.002000E-1,1.473030E1,-1.691451E1
2.043708E-1,5.886221E1,-9.584645E0
2.085417E-1,8.556301E1,-4.891056E0
2.127125E-1,1.102588E2,-1.677810E0
2.168833E-1,1.342348E2,2.026271E0
2.210542E-1,1.540055E2,7.416170E0
2.252250E-1,1.696591E2,1.345175E1
2.293958E-1,1.844865E2,1.850545E1
2.335667E-1,1.966134E2,2.463240E1
2.377375E-1,2.048416E2,3.088090E1
2.419083E-1,2.129107E2,3.680303E1
2.460792E-1,2.206652E2,4.145420E1
2.502500E-1,2.270927E2,4.491694E1
