,mass A,,
t,x,y,
6.431425E0,3.772382E2,6.050046E1
6.435596E0,3.677744E2,6.453797E1
6.439767E0,3.569833E2,6.842751E1
6.443937E0,3.440263E2,7.227958E1
6.448108E0,3.294821E2,7.487912E1
6.452279E0,3.126375E2,7.794133E1
6.456450E0,2.945838E2,7.857529E1
6.460621E0,2.751270E2,7.984093E1
6.464792E0,2.495011E2,8.679995E1
6.468963E0,2.222563E2,8.779448E1
6.473133E0,1.921779E2,7.829472E1
6.477304E0,1.612518E2,7.633826E1
6.481475E0,1.283624E2,7.634298E1
6.485646E0,9.411851E1,7.120892E1
6.489817E0,5.872104E1,6.583874E1
6.493988E0,2.314009E1,5.837697E1
6.498158E0,-1.534701E1,4.858048E1
6.502329E0,-5.077247E1,3.957478E1
6.506500E0,-7.863990E1,3.115045E1
6.510671E0,-1.108673E2,2.597309E1
6.514842E0,-1.383112E2,1.606806E1
6.519012E0,-1.649098E2,7.830162E0
6.523183E0,-1.904530E2,-2.133746E0
6.527354E0,-2.123075E2,-1.251767E1
6.531525E0,-2.332366E2,-2.096228E1
6.535696E0,-2.510580E2,-2.800649E1
6.539867E0,-2.659620E2,-3.915209E1
6.544037E0,-2.794928E2,-4.702854E1
6.548208E0,-2.906159E2,-5.410582E1
6.552379E0,-3.006369E2,-6.065216E1
6.556550E0,-3.079634E2,-6.894697E1
6.560721E0,-3.145584E2,-7.844638E1
6.564892E0,-3.193097E2,-8.613627E1
6.569063E0,-3.232661E2,-9.238422E1
6.573233E0,-3.252178E2,-1.018784E2
6.577404E0,-3.282435E2,-1.062832E2
6.581575E0,-3.282461E2,-1.152138E2
6.585746E0,-3.282614E2,-1.219541E2
6.589917E0,-3.283319E2,-1.273576E2
6.594088E0,-3.274029E2,-1.333653E2
6.598258E0,-3.262786E2,-1.382532E2
6.602429E0,-3.244951E2,-1.436539E2
6.606600E0,-3.223356E2,-1.483908E2
6.610771E0,-3.191225E2,-1.537219E2
6.614942E0,-3.164303E2,-1.584664E2
6.619112E0,-3.130288E2,-1.618730E2
6.623283E0,-3.081219E2,-1.677862E2
6.627454E0,-3.040969E2,-1.709725E2
6.631625E0,-2.985243E2,-1.756391E2
6.635796E0,-2.921603E2,-1.790455E2
6.639967E0,-2.881687E2,-1.780533E2
6.644138E0,-2.773498E2,-1.852554E2
6.648308E0,-2.679938E2,-1.877940E2
6.652479E0,-2.583906E2,-1.893046E2
6.656650E0,-2.473599E2,-1.893457E2
6.660821E0,-2.351559E2,-1.889649E2
6.664992E0,-2.252586E2,-1.841915E2
6.669163E0,-2.071654E2,-1.858955E2
6.673333E0,-1.879720E2,-1.851494E2
6.677504E0,-1.702218E2,-1.810658E2
6.681675E0,-1.497640E2,-1.755114E2
6.685846E0,-1.291422E2,-1.682143E2
6.690017E0,-1.046700E2,-1.594977E2
6.694187E0,-7.727680E1,-1.509168E2
6.698358E0,-5.106934E1,-1.399254E2
6.702529E0,-2.336854E1,-1.257780E2
6.706700E0,3.445283E0,-1.107232E2
6.710871E0,3.046581E1,-9.394083E1
6.715042E0,5.935910E1,-7.371036E1
6.719213E0,8.751072E1,-5.289868E1
6.723383E0,1.164765E2,-2.872047E1
6.727554E0,1.442915E2,-4.718200E0
6.731725E0,1.715505E2,1.858684E1
6.735896E0,1.746641E2,1.961632E1
6.740067E0,1.950025E2,3.963429E1
6.744238E0,2.145847E2,5.938743E1
6.748408E0,2.304932E2,7.807567E1
6.752579E0,2.454514E2,9.633958E1
6.756750E0,2.583512E2,1.126393E2
6.760921E0,2.690655E2,1.283494E2
6.765092E0,2.786310E2,1.429423E2
6.769262E0,2.852885E2,1.563852E2
6.773433E0,2.918512E2,1.694189E2
6.777604E0,2.958748E2,1.810831E2
6.781775E0,2.986462E2,1.918296E2
6.785946E0,3.005161E2,2.013781E2
6.790117E0,3.017793E2,2.100950E2
6.794288E0,3.020302E2,2.181782E2
6.798458E0,3.015628E2,2.252315E2
6.802629E0,3.005110E2,2.314895E2
6.806800E0,2.989896E2,2.375732E2
6.810971E0,2.969739E2,2.429083E2
6.815142E0,2.940314E2,2.473337E2
6.819312E0,2.904628E2,2.512569E2
6.823483E0,2.870321E2,2.547713E2
6.827654E0,2.826196E2,2.576591E2
6.831825E0,2.779773E2,2.601978E2
6.835996E0,2.724526E2,2.618324E2
6.840167E0,2.667263E2,2.629747E2
6.844338E0,2.598271E2,2.632185E2
6.848508E0,2.528486E2,2.629879E2
6.852679E0,2.447647E2,2.618602E2
6.856850E0,2.361260E2,2.598630E2
6.861021E0,2.267653E2,2.570051E2
6.865192E0,2.163561E2,2.526782E2
6.869363E0,1.850253E2,2.245970E2
6.873533E0,1.710545E2,2.177230E2
